Complaint_ID;Shipment_ID;Complaint_DateTime;Complaint_Category;Complaint_Reason;Complaint_Channel;Resolved_Flag
CMP-0002021;SHP-2025-0081335;2025-09-08 19:26:10;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0002543;SHP-2025-0102566;2025-12-08 09:03:07;Other;Other;Chat;TRUE
CMP-0000591;SHP-2025-0023389;2025-03-12 06:59:42;Incorrect Delivery;Other;Web Form;TRUE
CMP-0004091;SHP-2026-0163349;2026-05-28 21:01:34;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0004494;SHP-2026-0179969;2026-07-18 19:27:49;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0002748;SHP-2025-0109842;2026-01-08 12:28:30;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0001833;SHP-2025-0072914;2025-09-14 13:16:15;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0006104;SHP-2026-0240717;2026-12-12 09:10:10;Failed Delivery;Customer not available;Phone;TRUE
CMP-0000146;SHP-2025-0006001;2025-02-08 18:53:39;Late Delivery;Delivered after promised date;Phone;FALSE
CMP-0000613;SHP-2025-0024266;2025-03-20 10:57:06;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0001558;SHP-2025-0063047;2025-07-14 14:45:24;Late Delivery;Long transit time;Web Form;TRUE
CMP-0004166;SHP-2026-0166662;2026-06-06 06:46:03;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0004970;SHP-2026-0198987;2026-09-13 06:14:01;Failed Delivery;Delivery unsuccessful;Web Form;TRUE
CMP-0003817;SHP-2026-0151248;2026-05-05 14:27:09;Failed Delivery;Customer not available;Email;TRUE
CMP-0001129;SHP-2025-0045891;2025-06-25 21:43:07;Incorrect Delivery;Tracking issue;Chat;TRUE
CMP-0006272;SHP-2026-0245855;2026-12-06 07:19:10;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0003150;SHP-2026-0123405;2026-01-30 15:32:28;Other;Tracking issue;Email;TRUE
CMP-0002772;SHP-2025-0110641;2025-12-15 07:25:17;Late Delivery;Long transit time;Chat;TRUE
CMP-0002111;SHP-2025-0085033;2025-10-22 11:54:29;Late Delivery;Long transit time;Phone;TRUE
CMP-0001266;SHP-2025-0051042;2025-06-10 18:40:30;Failed Delivery;Customer not available;Chat;TRUE
CMP-0000684;SHP-2025-0027360;2025-04-18 20:51:42;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0003533;SHP-2026-0139102;2026-04-03 15:46:06;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0005218;SHP-2026-0209109;2026-10-12 01:58:07;Incorrect Delivery;Other;Email;TRUE
CMP-0005396;SHP-2026-0215759;2026-10-17 14:18:09;Other;Wrong delivery instructions;Web Form;FALSE
CMP-0004343;SHP-2026-0174534;2026-06-06 22:03:52;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0000969;SHP-2025-0038893;2025-05-22 02:39:37;Other;Tracking issue;Web Form;FALSE
CMP-0001671;SHP-2025-0067282;2025-08-18 02:34:55;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0005359;SHP-2026-0214326;2026-10-25 04:41:47;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000220;SHP-2025-0008865;2025-03-01 13:06:26;Late Delivery;Long transit time;Email;TRUE
CMP-0002376;SHP-2025-0096009;2025-11-15 14:46:28;Failed Delivery;Customer not available;Email;TRUE
CMP-0005056;SHP-2026-0202242;2026-09-13 18:44:16;Other;Wrong delivery instructions;Phone;FALSE
CMP-0002559;SHP-2025-0103161;2025-11-30 21:16:42;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0005444;SHP-2026-0217734;2026-10-26 05:47:30;Late Delivery;Long transit time;Chat;TRUE
CMP-0001712;SHP-2025-0068731;2025-08-21 10:59:19;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0003386;SHP-2026-0133512;2026-02-06 14:47:55;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0004354;SHP-2026-0174805;2026-06-21 21:35:16;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0001394;SHP-2025-0056226;2025-07-08 08:36:04;Other;Wrong delivery instructions;Email;TRUE
CMP-0004061;SHP-2026-0162240;2026-06-02 08:27:22;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0003807;SHP-2026-0150796;2026-04-05 05:05:09;Failed Delivery;Returned to sender;Web Form;TRUE
CMP-0001715;SHP-2025-0068885;2025-08-08 14:35:23;Late Delivery;Long transit time;Web Form;TRUE
CMP-0004770;SHP-2026-0191391;2026-08-20 22:13:59;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003624;SHP-2026-0143993;2026-04-04 09:47:59;Lost Shipment;Shipment not delivered;Phone;TRUE
CMP-0004407;SHP-2026-0176866;2026-06-14 22:17:11;Failed Delivery;Repeated delivery attempt;Phone;TRUE
CMP-0004479;SHP-2026-0179578;2026-08-02 04:13:28;Other;Other;Web Form;TRUE
CMP-0003329;SHP-2026-0131284;2026-03-07 19:36:33;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0002468;SHP-2025-0099818;2025-11-23 04:52:38;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0005614;SHP-2026-0224303;2026-11-13 15:24:11;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0004180;SHP-2026-0167052;2026-05-24 16:27:34;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0002905;SHP-2025-0114459;2026-01-07 08:14:59;Late Delivery;Long transit time;Email;TRUE
CMP-0002819;SHP-2025-0111983;2025-12-07 06:02:54;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0004515;SHP-2026-0180608;2026-08-06 06:49:38;Late Delivery;Long transit time;Phone;TRUE
CMP-0000411;SHP-2025-0016395;2025-03-16 23:08:28;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0002095;SHP-2025-0084226;2025-10-23 09:55:16;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0003930;SHP-2026-0155767;2026-04-25 11:48:29;Other;Other;Phone;TRUE
CMP-0004604;SHP-2026-0184313;2026-07-11 02:44:36;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0001543;SHP-2025-0062066;2025-08-02 12:01:29;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0003022;SHP-2025-0118787;2025-12-20 03:05:46;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0003471;SHP-2026-0136849;2026-03-07 07:10:33;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0001709;SHP-2025-0068610;2025-08-13 06:51:54;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0004771;SHP-2026-0191407;2026-08-15 17:29:12;Other;Wrong delivery instructions;Email;FALSE
CMP-0003415;SHP-2026-0134931;2026-02-27 01:17:40;Failed Delivery;Returned to sender;Email;TRUE
CMP-0001235;SHP-2025-0049864;2025-06-24 14:48:16;Late Delivery;Long transit time;Web Form;TRUE
CMP-0006080; SHP-2026-0240268 ;2026-12-28 04:37:08;Failed Delivery;Returned to sender;Phone;TRUE
CMP-0000471;SHP-2025-0018505;2025-03-12 13:32:01;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0001826;SHP-2025-0072708;2025-09-23 05:12:33;Other;Tracking issue;Email;TRUE
CMP-0004428;SHP-2026-0177813;2026-06-23 16:42:36;Lost Shipment;No tracking progress;Chat;TRUE
CMP-0004824;SHP-2026-0193301;2026-08-08 05:28:30;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0001939;SHP-2025-0077695;2025-09-15 16:11:14;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000318;SHP-2025-0012907;2025-02-17 03:57:26;Late Delivery;Long transit time;Email;TRUE
CMP-0006033;SHP-2026-0238790;2026-12-21 16:05:04;Other;Other;Email;FALSE
CMP-0002873;SHP-2025-0113621;2025-12-17 16:06:31;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0001873;SHP-2025-0074758;2025-09-28 17:51:43;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0005102;SHP-2026-0204231;2026-09-13 09:25:58;Other;Other;Web Form;TRUE
CMP-0004372;SHP-2026-0175414;2026-06-25 07:46:26;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0001170;SHP-2025-0047281;2025-07-07 07:38:58;Late Delivery;Long transit time;Phone;TRUE
CMP-0000753;SHP-2025-0029725;2025-04-29 07:03:57;Incorrect Delivery;Other;Email;FALSE
CMP-0001157;SHP-2025-0046692;2025-06-21 11:20:11;Other;Tracking issue;Chat;TRUE
CMP-0003950;SHP-2026-0157206;2026-04-24 11:24:50;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0002042;SHP-2025-0082218;2025-09-28 10:43:34;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0000913;SHP-2025-0036168;2025-05-08 10:18:36;Incorrect Delivery;Tracking issue;Phone;TRUE
CMP-0004548;SHP-2026-0182045;2026-07-15 05:24:57;Late Delivery;Long transit time;Web Form;TRUE
CMP-0003816;SHP-2026-0151245;2026-04-19 10:48:57;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0005659;SHP-2026-0225936;2026-11-24 09:49:35;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001165;SHP-2025-0047037;2025-06-07 10:24:33;Late Delivery;Long transit time;Email;TRUE
CMP-0000982;SHP-2025-0039402;2025-05-18 11:17:30;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0002235;SHP-2025-0089946;2025-10-28 11:45:08;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0002315;SHP-2025-0093575;2025-10-10 11:19:33;Other;Tracking issue;Web Form;TRUE
CMP-0003285;SHP-2026-0129382;2026-02-03 11:08:15;Incorrect Delivery;Other;Phone;TRUE
CMP-0003698;SHP-2026-0146615;2026-03-07 10:13:55;Late Delivery;Long transit time;Phone;TRUE
CMP-0005841;SHP-2026-0232369;2026-11-13 08:24:49;Late Delivery;Long transit time;Email;TRUE
CMP-0006152;SHP-2026-0242123;2026-12-14 10:14:40;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0002708;SHP-2025-0108673;2025-12-14 03:42:16;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0000263;SHP-2025-0010926;2025-02-28 19:08:28;Other;Wrong delivery instructions;Phone;TRUE
CMP-0005677;SHP-2026-0226515;2026-12-05 09:50:04;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000711;SHP-2025-0028480;2025-04-19 09:32:05;Late Delivery;Delivery date repeatedly changed;Chat;FALSE
CMP-0005575;SHP-2026-0222593;2026-11-26 21:16:57;Failed Delivery;Courier did not reach customer;Web Form;FALSE
CMP-0005592;SHP-2026-0223437;2026-11-07 14:56:09;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0000049;SHP-2025-0002224;2025-01-11 02:23:01;Lost Shipment;Shipment not delivered;Phone;TRUE
CMP-0005540;SHP-2026-0221656;2026-11-07 17:53:51;Late Delivery;Long transit time;Web Form;FALSE
CMP-0005878;SHP-2026-0233612;2026-11-29 15:28:58;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0001241;SHP-2025-0050269;2025-07-01 15:15:36;Incorrect Delivery;Other;Email;TRUE
CMP-0001942;SHP-2025-0077856;2025-09-14 00:38:31;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0001916;SHP-2025-0076560;2025-09-19 18:07:38;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002984;SHP-2025-0117418;2025-12-30 06:23:56;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0005008;SHP-2026-0200447;2026-09-29 21:55:07;Other;Tracking issue;Email;TRUE
CMP-0000648;SHP-2025-0025597;2025-05-06 03:06:10;Late Delivery;Long transit time;Email;TRUE
CMP-0000744;SHP-2025-0029481;2025-05-02 15:09:26;Other;Wrong delivery instructions;Email;TRUE
CMP-0004224;SHP-2026-0169068;2026-06-25 21:36:16;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0003903;SHP-2026-0154849;2026-04-21 22:50:57;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0005279;SHP-2026-0211810;2026-10-10 01:58:09;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0000165;SHP-2025-0006642;2025-01-18 20:33:04;Failed Delivery;Customer not available;Chat;TRUE
CMP-0004796;SHP-2026-0191873;2026-08-21 08:31:27;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002274;SHP-2025-0091900;2025-10-13 04:22:48;Other;Wrong delivery instructions;Phone;TRUE
CMP-0006208;SHP-2026-0243782;2026-12-07 23:31:14;Failed Delivery;Delivery unsuccessful;Email;TRUE
CMP-0000670;SHP-2025-0026822;2025-05-03 11:21:13;Damaged Shipment;Contents damaged;Email;TRUE
CMP-0003986;SHP-2026-0158844;2026-05-21 07:12:02;Failed Delivery;Courier did not reach customer;Chat;TRUE
CMP-0002247;SHP-2025-0090423;2025-10-30 11:31:05;Other;Wrong delivery instructions;Phone;TRUE
CMP-0006231;SHP-2026-0244587;2026-12-31 02:18:13;Late Delivery;Long transit time;Email;TRUE
CMP-0000777;SHP-2025-0030820;2025-04-29 20:24:45;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0000027;SHP-2025-0001320;2025-01-08 12:24:34;Other;Wrong delivery instructions;Email;TRUE
CMP-0006312;SHP-2026-0247272;2026-12-16 13:35:11;Other;Other;Email;TRUE
CMP-0003510;SHP-2026-0138560;2026-04-04 05:55:49;Late Delivery;Long transit time;Email;TRUE
CMP-0000364;SHP-2025-0014615;2025-02-17 10:05:30;Other;Tracking issue;Web Form;FALSE
CMP-0000347;SHP-2025-0014115;2025-02-15 00:27:10;Late Delivery;Long transit time;Email;TRUE
CMP-0001719;SHP-2025-0069073;2025-08-19 07:21:58;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0002620;SHP-2025-0104976;2025-12-01 18:15:15;Failed Delivery;Customer not available;Phone;TRUE
CMP-0001361;SHP-2025-0054799;2025-07-30 11:02:53;Failed Delivery;Repeated delivery attempt;Email;FALSE
CMP-0002847;SHP-2025-0112719;2025-12-15 18:07:54;Failed Delivery;Customer not available;Email;TRUE
CMP-0000524;SHP-2025-0020580;2025-04-03 15:09:37;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0005077;SHP-2026-0203085;2026-09-23 08:20:06;Incorrect Delivery;Other;Email;TRUE
CMP-0005488;SHP-2026-0219663;2026-10-16 03:01:29;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0001577;SHP-2025-0063697;2025-08-11 00:17:48;Incorrect Delivery;Wrong delivery instructions;Email;TRUE
CMP-0002563;SHP-2025-0103257;2025-11-19 18:23:23;Late Delivery;Long transit time;Web Form;TRUE
CMP-0000849;SHP-2025-0033380;2025-04-12 13:26:06;Failed Delivery;Customer not available;Phone;TRUE
CMP-0001050;SHP-2025-0042380;2025-05-23 19:08:24;Late Delivery;Long transit time;Email;TRUE
CMP-0006074;SHP-2026-0240054;2026-12-31 06:37:06;Late Delivery;Long transit time;Email;TRUE
CMP-0005038;SHP-2026-0201448;2026-09-13 03:35:09;Late Delivery;Long transit time;Web Form;TRUE
CMP-0006198;SHP-2026-0243477;2026-12-12 16:30:48;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0003418;SHP-2026-0135051;2026-02-08 21:45:36;Late Delivery;Long transit time;Phone;TRUE
CMP-0000697;SHP-2025-0028047;2025-04-17 08:53:27;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003120;SHP-2026-0121850;2026-01-29 02:21:28;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0001202;SHP-2025-0048405;2025-06-06 09:16:33;Other;Other;Phone;TRUE
CMP-0005331;SHP-2026-0213523;2026-10-27 13:56:29;Other;Tracking issue;Email;TRUE
CMP-0000059;SHP-2025-0002608;2025-01-28 01:50:55;Other;Tracking issue;Chat;TRUE
CMP-0005954;SHP-2026-0236198;2026-12-17 14:27:41;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0003185;SHP-2026-0124934;2026-01-18 21:24:25;Other;Other;Phone;TRUE
CMP-0003794;SHP-2026-0149891;2026-04-08 18:47:07;Other;Wrong delivery instructions;Chat;TRUE
CMP-0003164;SHP-2026-0123894;2026-01-13 04:01:33;Other;Other;Phone;TRUE
CMP-0003750;SHP-2026-0148530;2026-04-13 18:02:36;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0002974;SHP-2025-0116986;2026-01-04 18:20:57;Other;Tracking issue;Chat;TRUE
CMP-0002358;SHP-2025-0095226;2025-11-20 19:45:25;Other;Other;Email;TRUE
CMP-0003312;SHP-2026-0130597;2026-02-17 18:34:22;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0004148;SHP-2026-0165926;2026-06-01 15:06:10;Late Delivery;Long transit time;Web Form;TRUE
CMP-0000614;SHP-2025-0024270;2025-03-19 22:33:00;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0000630;SHP-2025-0025071;2025-05-05 18:41:40;Other;Other;Web Form;FALSE
CMP-0002942;SHP-2025-0115661;2025-12-29 07:53:39;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0002112;SHP-2025-0085033;2025-10-23 02:09:58;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0001062;SHP-2025-0042670;2025-05-18 10:56:01;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0000764;SHP-2025-0030007;2025-04-20 11:49:30;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004213;SHP-2026-0168724;2026-07-09 15:43:33;Failed Delivery;Repeated delivery attempt;Phone;FALSE
CMP-0006178;SHP-2026-0242765;2026-12-12 14:10:09;Late Delivery;Long transit time;Web Form;TRUE
CMP-0000927;SHP-2025-0036672;2025-05-08 03:05:26;Incorrect Delivery;Wrong delivery instructions;Phone;TRUE
CMP-0004938;SHP-2026-0197743;2026-08-26 09:11:48;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0000236;SHP-2025-0009690;2025-02-17 00:49:45;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0005425;SHP-2026-0217087;2026-11-03 17:44:59;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0002177;SHP-2025-0087211;2025-10-26 18:02:05;Incorrect Delivery;Other;Phone;TRUE
CMP-0003429;SHP-2026-0135430;2026-02-11 04:00:48;Late Delivery;Long transit time;Email;TRUE
CMP-0002629;SHP-2025-0105632;2025-11-11 21:14:30;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005433;SHP-2026-0217355;2026-10-27 23:15:26;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0002761;SHP-2025-0110263;2025-12-23 14:42:53;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0000817;SHP-2025-0032387;2025-05-05 04:25:15;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0004258;SHP-2026-0170850;2026-06-25 16:09:05;Late Delivery;Long transit time;Phone;TRUE
CMP-0003528;SHP-2026-0139071;2026-03-22 22:13:02;Other;Tracking issue;Chat;TRUE
CMP-0004286;SHP-2026-0171898;2026-07-02 13:23:59;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005335;SHP-2026-0213722;2026-10-18 15:48:24;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0004708;SHP-2026-0188478;2026-09-06 17:56:13;Late Delivery;Long transit time;Phone;TRUE
CMP-0005137;SHP-2026-0205848;2026-09-23 13:08:57;Late Delivery;Long transit time;Phone;TRUE
CMP-0004265;SHP-2026-0171101;2026-06-10 02:00:12;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0004345;SHP-2026-0174595;2026-06-12 06:21:43;Late Delivery;Long transit time;Web Form;TRUE
CMP-0000874;SHP-2025-0034641;2025-05-27 09:44:09;Failed Delivery;Repeated delivery attempt;Chat;TRUE
CMP-0004969;SHP-2026-0198945;2026-09-18 10:53:10;Other;Wrong delivery instructions;Phone;TRUE
CMP-0005671;SHP-2026-0226344;2026-11-22 19:04:32;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0005262;SHP-2026-0211053;2026-10-22 09:00:09;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0005663;SHP-2026-0226108;2026-01-02 23:43:42;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0002155;SHP-2025-0086300;2025-10-10 13:04:24;Lost Shipment;;Email;TRUE
CMP-0004473;SHP-2026-0179456;2026-07-25 15:26:29;Lost Shipment;Shipment not delivered;Web Form;FALSE
CMP-0000708;SHP-2025-0028394;2025-05-06 10:31:49;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0004567;SHP-2026-0182670;2026-07-23 21:34:55;Late Delivery;Long transit time;Web Form;TRUE
CMP-0005773;SHP-2026-0230064;2026-11-10 13:20:17;Failed Delivery;Customer not available;Phone;TRUE
CMP-0003480;SHP-2026-0137249;2026-02-22 05:28:02;Late Delivery;Long transit time;Phone;TRUE
CMP-0006364;SHP-2026-0249040;2026-12-16 09:39:20;Failed Delivery;Courier did not reach customer;Phone;TRUE
CMP-0003955;SHP-2026-0157349;2026-05-02 05:15:11;Incorrect Delivery;Other;Email;TRUE
CMP-0003505;SHP-2026-0138346;2026-03-12 01:03:14;Late Delivery;Long transit time;Email;TRUE
CMP-0003635;SHP-2026-0144340;2026-03-30 15:19:24;Late Delivery;Long transit time;Phone;TRUE
CMP-0001262;SHP-2025-0050887;2025-07-05 00:56:02;Late Delivery;Long transit time;Web Form;TRUE
CMP-0003420;SHP-2026-0135190;2026-02-09 07:00:31;Other;Tracking issue;Web Form;TRUE
CMP-0000297;SHP-2025-0012151;2025-02-17 03:10:26;Other;Tracking issue;Chat;TRUE
CMP-0000650;SHP-2025-0025628;2025-04-29 03:35:23;Failed Delivery;Repeated delivery attempt;Web Form;TRUE
CMP-0003569;SHP-2026-0140932;2026-03-22 15:36:58;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0002335;SHP-2025-0094437;2025-11-18 18:28:47;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0005166;SHP-2026-0207318;2026-09-19 16:17:41;Damaged Shipment;Contents damaged;Web Form;TRUE
CMP-0000142;SHP-2025-0005952;2025-01-16 11:59:26;Incorrect Delivery;Other;Email;TRUE
CMP-0006228;SHP-2026-0244459;2026-12-25 13:29:14;Late Delivery;Delivery date repeatedly changed;Email;TRUE
CMP-0001886;SHP-2025-0075382;2025-09-17 09:48:42;Other;Tracking issue;Phone;TRUE
CMP-0002878;SHP-2025-0113811;2025-12-28 07:27:11;Late Delivery;Long transit time;Chat;TRUE
CMP-0005456;SHP-2026-0218314;2026-10-14 08:00:44;Other;Other;Chat;TRUE
CMP-0002663;SHP-2025-0107273;2025-12-22 04:19:46;Failed Delivery;Delivery unsuccessful;Web Form;TRUE
CMP-0006040;SHP-2026-0239005;2026-12-27 02:02:54;Late Delivery;Long transit time;Phone;TRUE
CMP-0005549;SHP-2026-0221889;2026-01-02 23:06:09;Incorrect Delivery;Wrong delivery instructions;Web Form;TRUE
CMP-0002801;SHP-2025-0111448;2026-01-05 16:23:41;Late Delivery;Delivered after promised date;Email;TRUE
CMP-0004136;SHP-2026-0165605;2026-06-02 13:42:28;Failed Delivery;Repeated delivery attempt;Email;TRUE
CMP-0002572;SHP-2025-0103519;2025-11-29 23:42:19;Failed Delivery;Returned to sender;Web Form;TRUE
CMP-0004478;SHP-2026-0179560;2026-07-22 18:15:47;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0003016;SHP-2025-0118439;2025-12-13 16:09:49;Failed Delivery;Customer not available;Email;TRUE
CMP-0006344;SHP-2026-0248314;2027-01-02 22:32:52;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0001259;SHP-2025-0050809;2025-06-21 00:39:37;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0005996;SHP-2026-0237626;2026-12-19 12:39:58;Late Delivery;Long transit time;Phone;TRUE
CMP-0006232;SHP-2026-0244600;2026-12-28 09:22:48;Late Delivery;Long transit time;Email;TRUE
CMP-0002692;SHP-2025-0108174;2025-12-24 17:37:49;Other;Other;Phone;TRUE
CMP-0006373;SHP-2026-0249328;2026-12-25 16:09:42;Late Delivery;Delivery date repeatedly changed;Phone;TRUE
CMP-0000135;SHP-2025-0005645;2025-01-31 17:45:00;Other;Wrong delivery instructions;Phone;FALSE
CMP-0000541;SHP-2025-0021325;2025-03-27 03:08:38;Other;Tracking issue;Chat;TRUE
CMP-0001044;SHP-2025-0042191;2025-05-20 02:11:24;Failed Delivery;Courier did not reach customer;Email;TRUE
CMP-0001414;SHP-2025-0057233;2025-08-01 11:20:38;Other;Wrong delivery instructions;Email;TRUE
CMP-0005898;SHP-2026-0234517;2026-12-09 07:57:52;Late Delivery;Delivered after promised date;Web Form;TRUE
CMP-0000286;SHP-2025-0011767;2025-02-05 04:58:26;Damaged Shipment;Packaging failure;Web Form;TRUE
CMP-0004848;SHP-2026-0194487;2026-08-16 03:40:45;Other;Wrong delivery instructions;Web Form;TRUE
CMP-0003097;SHP-2025-0121066;2025-12-09 13:20:53;Late Delivery;Long transit time;Chat;TRUE
CMP-0004915;SHP-2026-0196735;2026-08-24 17:33:19;Failed Delivery;Customer not available;Web Form;TRUE
CMP-0003761;SHP-2026-0148782;2026-05-01 22:57:52;Lost Shipment;Declared lost;Email;TRUE
CMP-0000384;SHP-2025-0015629;2025-02-24 05:37:01;Incorrect Delivery;Tracking issue;Chat;TRUE
CMP-0004023;SHP-2026-0160656;2026-05-28 19:29:04;Late Delivery;Delivery date repeatedly changed;Chat;TRUE
CMP-0000017;SHP-2025-0000810;2025-02-05 22:46:51;Incorrect Delivery;Other;Web Form;TRUE
CMP-0000509;SHP-2025-0019904;2025-03-12 12:59:42;Late Delivery;Delivered after promised date;Chat;TRUE
CMP-0000558;SHP-2025-0021964;2025-03-12 05:16:18;Other;Wrong delivery instructions;Chat;TRUE
CMP-0000534;SHP-2025-0021029;2025-03-17 11:10:06;Late Delivery;Delivered after promised date;Phone;TRUE
CMP-0001308;SHP-2025-0052582;2025-06-28 15:27:41;Late Delivery;Delivery date repeatedly changed;Web Form;TRUE
CMP-0003410;SHP-2026-0134717;2026-03-03 23:10:47;Failed Delivery;Courier did not reach customer;Web Form;TRUE
CMP-0000774;SHP-2025-0030661;2025-05-01 15:56:50;Failed Delivery;Repeated delivery attempt;Phone;FALSE
CMP-0006075; SHP-2026-0240081 ;2026-12-25 02:05:36;Late Delivery;Long transit time;Web Form;TRUE
CMP-0006201;SHP-2026-0243573;2026-12-06 09:58:39;Late Delivery;Long transit time;Phone;TRUE
CMP-0000226;SHP-2025-0009307;2025-02-11 06:26:14;Incorrect Delivery;Tracking issue;Email;TRUE
CMP-0000767;SHP-2025-0030334;2025-05-01 15:52:51;Incorrect Delivery;Tracking issue;Web Form;TRUE
CMP-0005105;SHP-2026-0204382;2026-09-12 14:48:48;Late Delivery;Delivery date repeatedly changed;Email;FALSE
CMP-0005113;SHP-2026-0204669;2026-09-14 20:50:13;Late Delivery;Long transit time;Phone;TRUE
CMP-0003820;SHP-2026-0151271;2026-04-26 21:41:16;Incorrect Delivery;Other;Email;TRUE
CMP-0000573;SHP-2025-0022642;2025-03-07 18:14:04;Other;Other;Chat;TRUE
CMP-0003821;SHP-2026-0151293;2026-04-24 14:51:16;Other;Other;Email;TRUE
